video_id,start_time,end_time,action,split,idx
A2HFTCUPkzI,0,10,opening or closing car doors,train,40001
A2HFTCUPkzI,11,21,opening or closing car doors,train,40002
A2HicvJJZ6A,330,340,sailing,train,40003
A2I33ozei1k,30,40,chicken crowing,train,40004
A2Nwh4uj2Fk,20,30,toilet flushing,train,40005
A2PfJsLueeg,203,213,playing tuning fork,test,40006
A2PmKTPNBxo,37,47,striking bowling,train,40007
A2Pol9d6Mvk,50,60,people belly laughing,train,40008
A2PrNWAa0eE,260,270,lawn mowing,train,40009
A2Q9mLfZD2E,80,90,chainsawing trees,train,40010
A2SDfo7iyno,10,20,typing on computer keyboard,train,40011
A2VrOi75_jg,18,28,playing glockenspiel,train,40012
A2VrOi75_jg,62,72,playing glockenspiel,train,40013
A2WVstKwW9A,16,26,playing french horn,train,40014
A2WVstKwW9A,40,50,playing french horn,train,40015
A2WdjyKQ57A,14,24,playing harpsichord,train,40016
A2WuDCtqqbY,299,309,cricket chirping,train,40017
A2aGp3lUbmA,380,390,playing trombone,train,40018
A2bYD-MJ_tw,208,218,black capped chickadee calling,train,40019
A2bYD-MJ_tw,244,254,black capped chickadee calling,train,40020
A2eqgApy-Bs,440,450,child singing,train,40021
A2eqgApy-Bs,548,558,child singing,train,40022
A2fKITfHizg,30,40,playing bass drum,train,40023
A2fwPWv_2vE,30,40,people sobbing,train,40024
A2hCzF_TF4w,30,40,playing accordion,train,40025
A2hdM2M6-CM,15,25,child singing,train,40026
A2hySwSo3go,110,120,cap gun shooting,train,40027
A2iXoFipFk8,63,73,airplane,train,40028
A2j122aIzZY,110,120,air conditioning noise,train,40029
A2j7--DOXs8,230,240,skateboarding,train,40030
A2kG05Fk_io,30,40,playing bass drum,train,40031
A2kNTv2JD5s,81,91,tractor digging,train,40032
A2kNTv2JD5s,106,116,tractor digging,train,40033
A2o0GwP-RLs,15,25,motorboat speedboat acceleration,train,40034
A2q9MnpyDKs,10,20,typing on computer keyboard,train,40035
A2qjd7-08MU,16,26,playing tambourine,train,40036
A2sFDza0cR0,10,20,using sewing machines,train,40037
A2t2rPiIiKQ,170,180,playing harp,train,40038
A2tHKMEnRuw,30,40,bird chirping tweeting,train,40039
A2vKagPEW-Y,30,40,thunder,train,40040
