video_id,start_time,end_time,action,split,idx
Su6Oe5Xb3aw,3,13,pheasant crowing,train,100001
Su6mJi4Osg0,30,40,baby crying,train,100002
Su7MDMZM2HE,88,98,dog howling,train,100003
Su7irWb0rbA,29,39,lathe spinning,train,100004
Su7irWb0rbA,53,63,lathe spinning,train,100005
Su8JM6O-QlQ,164,174,whale calling,train,100006
SuByd8MAiy0,144,154,lathe spinning,train,100007
SuByd8MAiy0,227,237,lathe spinning,train,100008
SuF-7SVLUW0,30,40,helicopter,train,100009
SuH9NqFJ-L4,39,49,swimming,train,100010
SuH9NqFJ-L4,82,92,swimming,train,100011
SuHL5VzeHvg,30,40,playing violin fiddle,train,100012
SuH__YXX0Sc,194,204,pheasant crowing,train,100013
SuHiI-nCkZU,17,27,people sniggering,train,100014
SuLovhKyoXc,437,447,playing darts,train,100015
SuN-Mmucd0Q,50,60,playing acoustic guitar,train,100016
SuND8p4dhos,367,377,playing harpsichord,test,100017
SuNV7YwNy_w,30,40,driving buses,train,100018
SuOSEt3nKEg,143,153,cupboard opening or closing,test,100019
SuRVsbK22io,320,330,people burping,test,100020
SuRVuJ14pnM,10,20,people crowd,train,100021
SuVx1KfiS6I,8,18,airplane flyby,train,100022
SuWbWkYLa84,37,47,airplane,train,100023
SuWmiq67_G4,112,122,sea waves,train,100024
SuXoEaXCxII,10,20,people coughing,train,100025
Sua7bgSN9rc,5,15,playing sitar,train,100026
SuaDNub-g_s,1,11,people sneezing,train,100027
SufVT7ZDTQA,30,40,rowboat canoe kayak rowing,train,100028
SugN_5j8I34,10,20,wind noise,train,100029
SujB1MNTJcw,179,189,dog baying,train,100030
SujB1MNTJcw,295,305,dog baying,train,100031
SujGb9HndrM,48,58,playing sitar,train,100032
SulM31nqaKw,108,118,volcano explosion,train,100033
SumKmSSM1II,24,34,missile launch,train,100034
Sun7rl9PttQ,410,420,eating with cutlery,train,100035
SuozWvAiMbI,528,538,strike lighter,test,100036
SupkV_Dk4k8,32,42,lighting firecrackers,train,100037
SupxFzLZrbY,30,40,pigeon dove cooing,train,100038
SuqwrvyiZLQ,3,13,playing bassoon,train,100039
Sus9zd4LuGY,159,169,skiing,train,100040
SutQTvGMskQ,88,98,people burping,train,100041
SuuDWd8SL7A,37,47,police radio chatter,train,100042
SuuDWd8SL7A,119,129,police radio chatter,train,100043
SuuJzZw2yB0,30,40,duck quacking,test,100044
SuvLjNblJus,44,54,metronome,test,100045
Sux2UJ-bUjk,4,14,playing steel guitar slide guitar,train,100046
Sux2UJ-bUjk,88,98,playing steel guitar slide guitar,train,100047
Sv-jQKUcOAI,91,101,bowling impact,train,100048
Sv-jQKUcOAI,115,125,bowling impact,train,100049
Sv0AuJtKiO0,123,133,mouse clicking,train,100050
Sv0AuJtKiO0,142,152,mouse clicking,train,100051
Sv1CKrxcNhM,30,40,playing bagpipes,train,100052
Sv2D-vj5G8Y,0,10,child speech kid speaking,train,100053
Sv2u39NDmZA,30,40,bird chirping tweeting,train,100054
Sv2u39NDmZA,56,66,wood thrush calling,train,100055
Sv6NDrcwDGw,14,24,goat bleating,train,100056
Sv6NDrcwDGw,28,38,goat bleating,train,100057
Sv6vX0QxLqo,30,40,orchestra,train,100058
Sv7QJiy3OTk,1,11,people shuffling,train,100059
Sv9Pm4AburQ,30,40,people clapping,test,100060
SvAHK0hkxX0,140,150,playing harp,train,100061
SvECvMOY-cY,180,190,thunder,train,100062
SvG_PwiUWj8,44,54,playing timbales,train,100063
SvG_PwiUWj8,67,77,playing timbales,train,100064
SvH0xHL8XUI,43,53,playing bugle,train,100065
